Ride_ID,Pickup_Location,Drop_Location,Distance_KM,Duration_Minutes,Fare_Amount,Driver_ID,Customer_Rating,Cancellation_Status,Time_of_Day,Day_of_Week,Vehicle_Type
RIDE106993,Colaba,Matunga,14.26,37,328.59,D1998,1.8,No,Night,Sat,Auto
RIDE106994,Mulund,Juhu,13.07,41,206.27,D1835,2.5,No,Night,Sun,Mini
RIDE106995,Mulund,Powai,9.85,31,179.29,D1955,3.3,No,Morning,Mon,Mini
RIDE106996,Panvel,Sion,25.71,78,584.67,D1723,4.0,No,Afternoon,Sat,Mini
RIDE106997,Kalyan,Vikhroli,31.25,89,868.55,D1846,1.9,No,Evening,Fri,Sedan
RIDE106998,Thane,Chembur,32.99,100,955.61,D1341,1.6,No,Afternoon,Sun,Mini
RIDE106999,Thane,Powai,15.8,48,376.26,D1354,1.5,No,Morning,Sat,SUV
RIDE107000,Colaba,Sion,21.28,54,310.35,D1837,3.6,No,Night,Mon,Sedan
RIDE107001,Kalyan,Kurla,28.03,84,384.39,D1773,1.8,No,Afternoon,Wed,Sedan
RIDE107002,Vashi,Worli,19.97,67,612.44,D1922,2.8,No,Afternoon,Fri,SUV
RIDE107003,Kalyan,Chembur,22.75,65,536.65,D1363,1.2,No,Night,Tue,Sedan
RIDE107004,Panvel,Juhu,4.72,15,160.61,D1850,2.0,No,Afternoon,Sun,Sedan
RIDE107005,Panvel,Sion,14.85,49,321.1,D1165,4.8,No,Afternoon,Thu,SUV
RIDE107006,Panvel,Worli,28.93,86,854.88,D1485,1.8,No,Morning,Mon,Sedan
RIDE107007,Bandra,Matunga,32.19,111,698.63,D1734,3.2,No,Morning,Fri,Sedan
RIDE107008,Kalyan,Worli,17.81,54,185.61,D1153,3.3,No,Evening,Wed,Auto
RIDE107009,Panvel,Powai,3.08,10,57.14,D1329,4.7,No,Afternoon,Wed,SUV
RIDE107010,Colaba,Kurla,34.49,86,479.86,D1829,1.1,No,Afternoon,Sat,Sedan
RIDE107011,Kalyan,Powai,30.15,86,476.96,D1702,3.7,No,Morning,Sun,Auto
RIDE107012,Mulund,Vikhroli,34.06,113,923.84,D1556,3.9,No,Night,Mon,Mini
RIDE107013,Colaba,Matunga,3.35,10,63.07,D1942,2.3,Yes,Morning,Sun,Sedan
RIDE107014,Mulund,Sion,9.85,33,237.36,D1784,3.7,No,Afternoon,Sun,Auto
RIDE107015,Mulund,Kurla,13.0,41,409.45,D1081,3.4,Yes,Night,Fri,SUV
RIDE107016,Panvel,Sion,1.71,5,37.02,D1717,1.1,No,Night,Tue,Mini
RIDE107017,Dadar,Powai,3.58,10,79.96,D1625,1.3,No,Morning,Fri,Mini
RIDE107018,Colaba,Juhu,27.71,75,887.35,D1717,2.2,No,Morning,Thu,Auto
RIDE107019,Mulund,Wadala,2.74,7,69.64,D1917,2.3,No,Afternoon,Mon,Auto
RIDE107020,Bandra,Sion,21.15,71,285.12,D1835,1.3,No,Night,Sun,Auto
RIDE107021,Thane,Wadala,33.4,106,905.54,D1275,2.4,No,Night,Mon,Mini
RIDE107022,Borivali,Powai,9.28,23,218.36,D1288,3.4,No,Afternoon,Mon,Sedan
RIDE107023,Andheri,Chembur,34.14,106,884.33,D1247,3.3,No,Morning,Sun,Auto
RIDE107024,Mulund,Sion,10.43,32,343.65,D1024,2.6,Yes,Evening,Sun,Mini
RIDE107025,Borivali,Juhu,12.37,42,376.98,D1060,2.8,No,Afternoon,Tue,Mini
RIDE107026,Andheri,Chembur,2.71,7,64.15,D1817,1.6,No,Evening,Wed,Mini
RIDE107027,Vashi,Kurla,8.02,24,183.35,D1842,4.3,No,Afternoon,Sun,Mini
RIDE107028,Bandra,Wadala,13.8,47,210.39,D1159,1.5,No,Afternoon,Mon,Sedan
RIDE107029,Andheri,Chembur,13.65,45,158.96,D1048,4.5,No,Night,Sun,Mini
RIDE107030,Panvel,Vikhroli,7.12,23,248.14,D1297,3.6,No,Night,Mon,SUV
RIDE107031,Andheri,Ghatkopar,10.91,31,128.81,D1367,2.3,No,Evening,Tue,Auto
RIDE107032,Mulund,Juhu,32.4,99,612.96,D1496,2.4,No,Evening,Mon,Auto
RIDE107033,Kalyan,Sion,9.98,30,208.28,D1308,3.9,No,Afternoon,Fri,Mini
RIDE107034,Kalyan,Powai,23.28,69,458.09,D1437,2.6,No,Morning,Sun,SUV
RIDE107035,Andheri,Powai,15.9,49,461.74,D1621,4.2,Yes,Morning,Fri,Auto
RIDE107036,Bandra,Powai,32.06,83,616.87,D1921,2.9,No,Evening,Tue,Auto
RIDE107037,Mulund,Ghatkopar,13.49,44,187.96,D1262,3.9,No,Evening,Mon,SUV
RIDE107038,Mulund,Sion,11.42,34,369.86,D1591,1.4,No,Evening,Fri,Mini
RIDE107039,Panvel,Worli,20.89,62,398.26,D1977,3.7,No,Evening,Tue,Sedan
RIDE107040,Vashi,Powai,17.91,50,250.14,D1165,1.0,No,Night,Sat,Mini
RIDE107041,Mulund,Powai,1.38,3,20.24,D1247,1.7,No,Morning,Sun,Sedan
RIDE107042,Bandra,Powai,9.98,25,246.58,D1735,3.3,No,Evening,Tue,Auto
RIDE107043,Borivali,Kurla,24.45,68,507.97,D1621,1.1,No,Morning,Sat,Sedan
RIDE107044,Panvel,Powai,23.24,63,367.57,D1099,2.0,No,Night,Sat,Auto
RIDE107045,Dadar,Matunga,6.04,19,163.03,D1206,1.4,No,Night,Thu,SUV
RIDE107046,Bandra,Ghatkopar,18.1,52,421.71,D1414,1.9,Yes,Morning,Sat,SUV
RIDE107047,Thane,Worli,2.93,7,87.18,D1220,3.1,No,Evening,Tue,SUV
RIDE107048,Colaba,Vikhroli,1.26,3,36.42,D1366,2.5,No,Night,Fri,Mini
RIDE107049,Bandra,Chembur,21.71,66,598.2,D1560,4.6,No,Morning,Fri,Auto
RIDE107050,Panvel,Kurla,16.92,54,203.09,D1863,3.8,No,Night,Thu,Auto
RIDE107051,Borivali,Juhu,12.43,37,226.7,D1648,3.2,No,Night,Mon,Mini
RIDE107052,Thane,Matunga,17.63,57,300.97,D1744,2.0,No,Night,Wed,SUV
RIDE107053,Kalyan,Ghatkopar,33.22,111,1063.85,D1913,4.6,No,Afternoon,Wed,Auto
RIDE107054,Colaba,Chembur,32.46,106,419.1,D1986,1.1,Yes,Afternoon,Fri,Sedan
RIDE107055,Dadar,Worli,10.27,28,217.58,D1193,2.3,No,Morning,Sun,SUV
RIDE107056,Thane,Vikhroli,29.92,102,361.88,D1110,1.2,No,Evening,Tue,SUV
RIDE107057,Kalyan,Powai,34.05,94,708.07,D1328,2.1,No,Afternoon,Fri,Auto
RIDE107058,Colaba,Worli,28.66,83,357.67,D1774,3.3,No,Afternoon,Thu,Mini
RIDE107059,Colaba,Matunga,2.11,6,70.14,D1613,2.4,Yes,Morning,Sat,Mini
RIDE107060,Bandra,Chembur,15.96,55,332.43,D1359,3.2,No,Evening,Sat,Auto
RIDE107061,Thane,Worli,26.54,78,461.78,D1185,1.6,No,Evening,Fri,Mini
RIDE107062,Thane,Ghatkopar,6.82,20,151.9,D1204,2.2,No,Night,Sun,Auto
RIDE107063,Vashi,Kurla,10.1,30,178.91,D1971,2.6,No,Night,Sat,Sedan
RIDE107064,Vashi,Kurla,20.08,54,441.16,D1566,4.5,No,Night,Thu,Sedan
RIDE107065,Bandra,Worli,9.61,32,189.85,D1324,1.5,No,Morning,Thu,Sedan
RIDE107066,Vashi,Wadala,29.3,77,807.09,D1290,1.6,No,Morning,Tue,Auto
RIDE107067,Mulund,Kurla,2.41,7,30.62,D1108,4.8,No,Evening,Mon,Sedan
RIDE107068,Borivali,Worli,23.3,81,506.47,D1487,2.2,Yes,Afternoon,Mon,SUV
RIDE107069,Andheri,Chembur,2.58,8,62.25,D1494,4.1,Yes,Morning,Thu,Mini
RIDE107070,Thane,Wadala,5.41,15,181.95,D1940,1.2,No,Night,Mon,SUV
RIDE107071,Borivali,Wadala,17.67,57,289.87,D1702,2.6,No,Morning,Thu,Sedan
RIDE107072,Vashi,Sion,30.71,106,936.33,D1780,3.1,No,Evening,Wed,Mini
RIDE107073,Kalyan,Sion,2.98,8,75.74,D1519,3.0,No,Evening,Tue,SUV
RIDE107074,Vashi,Vikhroli,11.75,31,214.41,D1181,3.0,No,Night,Tue,Auto
RIDE107075,Dadar,Sion,6.85,22,84.23,D1477,4.3,No,Afternoon,Mon,Auto
RIDE107076,Bandra,Wadala,33.38,115,795.11,D1529,2.5,No,Night,Tue,Sedan
RIDE107077,Dadar,Worli,23.97,69,652.09,D1503,4.7,Yes,Evening,Wed,SUV
RIDE107078,Vashi,Worli,7.24,24,115.16,D1180,4.3,No,Evening,Fri,Mini
RIDE107079,Vashi,Worli,22.71,57,236.44,D1138,2.4,No,Night,Tue,SUV
RIDE107080,Bandra,Sion,19.16,64,247.84,D1188,1.4,No,Morning,Sat,Sedan
RIDE107081,Vashi,Matunga,9.8,28,183.01,D1801,2.2,No,Afternoon,Mon,SUV
RIDE107082,Bandra,Matunga,13.72,42,219.9,D1726,1.7,Yes,Night,Mon,Auto
RIDE107083,Panvel,Ghatkopar,15.78,49,526.37,D1628,3.8,No,Evening,Sun,Auto
RIDE107084,Bandra,Ghatkopar,8.85,29,123.9,D1326,4.5,No,Evening,Fri,SUV
RIDE107085,Colaba,Worli,8.29,26,189.86,D1400,1.2,No,Morning,Thu,Auto
RIDE107086,Dadar,Sion,11.99,31,357.23,D1438,4.0,Yes,Evening,Thu,Sedan
RIDE107087,Thane,Powai,10.87,30,145.96,D1984,3.2,No,Afternoon,Tue,Mini
RIDE107088,Dadar,Matunga,4.14,14,98.01,D1729,2.4,No,Evening,Fri,Sedan
RIDE107089,Andheri,Worli,26.0,72,553.94,D1995,1.6,No,Night,Tue,Auto
RIDE107090,Panvel,Chembur,17.92,52,613.06,D1304,1.0,Yes,Evening,Sun,SUV
RIDE107091,Kalyan,Powai,18.94,58,236.82,D1485,1.9,No,Evening,Thu,Sedan
RIDE107092,Bandra,Vikhroli,31.12,82,400.21,D1299,4.6,No,Morning,Mon,Auto
RIDE107093,Vashi,Chembur,27.3,90,685.41,D1258,3.5,No,Evening,Tue,Auto
RIDE107094,Thane,Chembur,4.83,15,92.33,D1908,2.2,No,Afternoon,Tue,Auto
RIDE107095,Borivali,Juhu,23.79,65,498.29,D1430,4.6,No,Morning,Thu,SUV
RIDE107096,Andheri,Wadala,22.14,56,663.48,D1959,1.9,No,Morning,Sat,Auto
RIDE107097,Panvel,Ghatkopar,13.89,43,395.21,D1535,4.2,No,Evening,Mon,Sedan
RIDE107098,Colaba,Wadala,9.53,25,186.08,D1715,3.3,No,Evening,Tue,Auto
RIDE107099,Panvel,Powai,27.6,73,603.2,D1191,4.9,No,Evening,Mon,Sedan
RIDE107100,Borivali,Wadala,28.55,85,754.65,D1830,3.9,No,Evening,Wed,SUV
RIDE107101,Andheri,Powai,26.29,81,726.36,D1060,3.5,No,Night,Fri,Sedan
RIDE107102,Mulund,Vikhroli,9.78,31,266.72,D1320,4.2,No,Afternoon,Tue,Sedan
RIDE107103,Vashi,Worli,13.96,39,281.48,D1061,1.0,No,Morning,Sat,SUV
RIDE107104,Mulund,Vikhroli,14.26,38,395.02,D1509,4.6,No,Evening,Fri,SUV
RIDE107105,Bandra,Matunga,9.98,33,157.62,D1964,3.6,No,Afternoon,Fri,Mini
RIDE107106,Kalyan,Ghatkopar,22.65,67,363.06,D1348,1.7,No,Night,Fri,Sedan
RIDE107107,Borivali,Sion,8.76,27,171.43,D1623,1.4,No,Night,Fri,Mini
RIDE107108,Colaba,Chembur,17.47,50,531.33,D1385,4.8,No,Evening,Fri,Auto
RIDE107109,Thane,Matunga,6.16,20,113.67,D1178,4.2,No,Morning,Sun,Sedan
RIDE107110,Colaba,Chembur,11.46,35,297.09,D1876,1.9,No,Morning,Fri,Sedan
RIDE107111,Dadar,Vikhroli,6.85,22,68.89,D1642,3.4,No,Night,Mon,Auto
RIDE107112,Borivali,Worli,20.47,56,597.48,D1219,2.4,No,Night,Mon,SUV
RIDE107113,Borivali,Chembur,32.95,111,439.75,D1466,2.4,No,Evening,Fri,SUV
RIDE107114,Dadar,Matunga,21.1,67,504.77,D1012,2.0,Yes,Afternoon,Wed,Auto
RIDE107115,Thane,Matunga,8.56,22,103.34,D1627,3.8,No,Evening,Sun,Sedan
RIDE107116,Colaba,Kurla,5.85,18,129.95,D1009,3.8,No,Evening,Mon,Sedan
RIDE107117,Colaba,Matunga,19.66,66,231.04,D1597,2.5,No,Afternoon,Thu,Auto
RIDE107118,Mulund,Ghatkopar,9.99,28,301.53,D1954,1.3,No,Morning,Wed,SUV
RIDE107119,Bandra,Ghatkopar,20.22,54,430.78,D1578,1.5,No,Afternoon,Sun,Auto
RIDE107120,Mulund,Matunga,5.04,17,125.72,D1593,2.7,No,Morning,Sat,SUV
RIDE107121,Dadar,Vikhroli,19.9,51,345.64,D1132,3.6,No,Evening,Sun,Mini
RIDE107122,Thane,Sion,14.79,39,396.13,D1172,2.2,No,Night,Wed,SUV
RIDE107123,Vashi,Matunga,34.0,89,759.74,D1564,2.4,No,Afternoon,Thu,Auto
RIDE107124,Colaba,Sion,25.16,81,535.77,D1867,3.4,No,Morning,Fri,SUV
RIDE107125,Vashi,Vikhroli,4.4,13,89.98,D1915,2.9,No,Afternoon,Fri,Mini
RIDE107126,Mulund,Juhu,8.49,23,243.89,D1609,3.3,No,Night,Tue,Auto
RIDE107127,Bandra,Powai,8.0,22,104.27,D1309,3.2,No,Morning,Sun,Sedan
RIDE107128,Mulund,Worli,22.5,61,525.31,D1956,4.2,No,Afternoon,Tue,Auto
RIDE107129,Colaba,Worli,15.64,49,414.45,D1295,3.3,No,Evening,Sat,Mini
RIDE107130,Kalyan,Juhu,7.69,24,98.38,D1931,2.1,No,Afternoon,Sun,Sedan
RIDE107131,Thane,Powai,9.5,23,281.59,D1836,1.3,No,Morning,Sat,Sedan
RIDE107132,Andheri,Ghatkopar,34.5,110,994.98,D1673,2.6,No,Morning,Thu,Auto
RIDE107133,Kalyan,Ghatkopar,29.65,89,355.74,D1311,3.6,No,Morning,Tue,Auto
RIDE107134,Mulund,Chembur,28.63,78,491.96,D1540,2.3,Yes,Night,Sun,SUV
RIDE107135,Kalyan,Kurla,12.56,43,315.65,D1376,4.8,No,Evening,Thu,Auto
RIDE107136,Thane,Ghatkopar,9.59,24,149.34,D1188,3.4,No,Evening,Fri,Mini
RIDE107137,Panvel,Chembur,31.42,94,435.73,D1160,1.8,No,Night,Tue,Sedan
RIDE107138,Borivali,Chembur,27.27,79,770.62,D1857,2.8,No,Afternoon,Fri,Auto
RIDE107139,Mulund,Sion,31.33,83,841.2,D1929,4.9,No,Afternoon,Mon,SUV
RIDE107140,Bandra,Vikhroli,30.84,84,529.54,D1768,4.6,Yes,Afternoon,Sat,Sedan
RIDE107141,Kalyan,Powai,15.67,43,498.66,D1978,3.5,No,Night,Thu,Sedan
RIDE107142,Thane,Matunga,5.96,19,195.94,D1320,4.0,No,Morning,Tue,Mini
RIDE107143,Mulund,Sion,26.02,76,428.36,D1266,3.3,Yes,Morning,Sat,Sedan
RIDE107144,Panvel,Powai,8.44,25,137.99,D1012,2.0,No,Afternoon,Sat,Mini
RIDE107145,Kalyan,Ghatkopar,14.13,48,271.83,D1434,1.8,No,Morning,Thu,SUV
RIDE107146,Panvel,Sion,19.68,67,337.96,D1626,2.1,No,Night,Sun,Sedan
RIDE107147,Kalyan,Wadala,29.92,76,645.58,D1497,3.7,No,Afternoon,Mon,Auto
RIDE107148,Bandra,Worli,18.12,62,307.05,D1673,1.5,No,Evening,Wed,Sedan
RIDE107149,Andheri,Matunga,11.54,36,164.86,D1632,3.7,No,Morning,Tue,SUV
RIDE107150,Panvel,Vikhroli,10.11,35,103.67,D1003,4.5,No,Night,Thu,Auto
RIDE107151,Colaba,Wadala,29.25,99,738.01,D1311,2.2,No,Afternoon,Sun,Auto
RIDE107152,Mulund,Juhu,14.83,47,373.31,D1173,3.8,No,Night,Fri,SUV
RIDE107153,Panvel,Ghatkopar,29.59,88,989.04,D1634,2.7,No,Evening,Thu,Mini
RIDE107154,Bandra,Ghatkopar,25.64,72,752.2,D1688,2.6,No,Night,Fri,Sedan
RIDE107155,Vashi,Kurla,11.64,32,151.19,D1024,1.1,No,Evening,Wed,SUV
RIDE107156,Dadar,Kurla,7.11,24,158.24,D1488,3.7,No,Evening,Fri,Auto
RIDE107157,Andheri,Chembur,28.29,93,440.43,D1875,4.9,No,Morning,Thu,SUV
RIDE107158,Thane,Matunga,18.91,63,300.0,D1153,3.7,No,Evening,Sat,Auto
RIDE107159,Panvel,Kurla,27.75,89,527.78,D1234,1.6,No,Afternoon,Tue,Mini
RIDE107160,Mulund,Powai,4.06,13,69.64,D1402,3.5,No,Afternoon,Tue,Auto
RIDE107161,Panvel,Juhu,29.06,74,488.62,D1213,2.2,No,Morning,Sat,SUV
RIDE107162,Thane,Worli,10.2,28,279.31,D1495,1.6,No,Night,Tue,Auto
RIDE107163,Bandra,Ghatkopar,23.48,72,405.58,D1298,2.9,No,Evening,Thu,SUV
RIDE107164,Colaba,Ghatkopar,22.93,73,257.12,D1157,1.5,No,Morning,Mon,Mini
RIDE107165,Bandra,Matunga,9.92,33,298.18,D1998,1.5,No,Night,Sun,Sedan
RIDE107166,Colaba,Vikhroli,3.92,11,133.21,D1770,2.4,No,Night,Sun,Sedan
RIDE107167,Thane,Sion,31.7,83,722.46,D1968,2.0,No,Afternoon,Mon,Sedan
RIDE107168,Thane,Sion,3.87,11,132.25,D1523,2.6,No,Morning,Fri,Sedan
RIDE107169,Kalyan,Powai,22.44,61,258.95,D1146,4.9,No,Evening,Wed,Sedan
RIDE107170,Colaba,Juhu,16.27,40,522.07,D1723,4.0,No,Night,Mon,Auto
RIDE107171,Mulund,Vikhroli,29.9,74,428.67,D1145,4.4,No,Afternoon,Fri,SUV
RIDE107172,Borivali,Powai,16.16,54,528.42,D1043,2.6,No,Morning,Sat,Auto
RIDE107173,Colaba,Powai,8.61,22,299.32,D1163,2.0,No,Afternoon,Tue,SUV
RIDE107174,Kalyan,Sion,8.06,23,251.17,D1408,1.2,No,Night,Sat,Sedan
RIDE107175,Thane,Chembur,3.75,10,127.99,D1169,2.0,No,Night,Tue,Mini
RIDE107176,Colaba,Juhu,22.63,59,616.73,D1550,4.3,No,Night,Sat,Auto
RIDE107177,Panvel,Juhu,13.92,35,298.8,D1194,3.3,Yes,Evening,Mon,Sedan
RIDE107178,Andheri,Matunga,3.37,11,112.61,D1543,4.3,No,Evening,Tue,Sedan
RIDE107179,Panvel,Worli,13.31,42,390.55,D1658,4.8,No,Afternoon,Mon,Mini
RIDE107180,Vashi,Ghatkopar,23.24,63,320.02,D1281,3.6,No,Morning,Wed,Mini
RIDE107181,Vashi,Powai,2.8,9,46.41,D1539,4.7,No,Evening,Thu,SUV
RIDE107182,Panvel,Juhu,8.2,27,119.92,D1412,3.8,No,Evening,Fri,Mini
RIDE107183,Vashi,Juhu,15.74,51,400.55,D1576,3.3,No,Morning,Tue,SUV
RIDE107184,Mulund,Juhu,25.54,68,289.99,D1327,2.2,No,Afternoon,Sat,Sedan
RIDE107185,Panvel,Vikhroli,11.44,37,165.4,D1553,1.4,No,Afternoon,Tue,Sedan
RIDE107186,Dadar,Kurla,28.95,83,861.96,D1749,4.9,Yes,Afternoon,Sun,SUV
RIDE107187,Bandra,Juhu,16.59,44,265.08,D1630,3.8,No,Night,Mon,Mini
RIDE107188,Bandra,Juhu,14.68,37,277.32,D1049,1.5,No,Morning,Wed,Auto
RIDE107189,Colaba,Vikhroli,34.36,89,755.92,D1004,3.7,No,Morning,Tue,SUV
RIDE107190,Borivali,Matunga,29.66,80,577.4,D1022,2.0,No,Evening,Sun,Mini
RIDE107191,Andheri,Worli,33.14,96,666.34,D1304,3.0,No,Afternoon,Wed,Sedan
RIDE107192,Colaba,Powai,24.89,64,341.41,D1396,3.4,No,Afternoon,Sat,Sedan
RIDE107193,Kalyan,Ghatkopar,5.14,15,170.43,D1661,4.8,No,Morning,Fri,Mini
RIDE107194,Bandra,Kurla,26.64,89,748.16,D1930,3.5,No,Afternoon,Wed,Auto
RIDE107195,Vashi,Vikhroli,22.58,76,506.91,D1587,1.8,No,Morning,Thu,Mini
RIDE107196,Colaba,Chembur,11.89,38,270.46,D1282,2.2,No,Afternoon,Fri,Auto
RIDE107197,Colaba,Ghatkopar,5.62,16,176.6,D1882,1.8,No,Morning,Fri,Auto
RIDE107198,Mulund,Sion,18.02,45,296.42,D1218,4.6,No,Evening,Sat,Auto
RIDE107199,Bandra,Juhu,20.78,60,572.72,D1875,1.5,No,Evening,Fri,Mini
RIDE107200,Andheri,Juhu,16.35,50,484.6,D1303,4.8,No,Evening,Mon,SUV
RIDE107201,Borivali,Ghatkopar,33.58,87,1026.62,D1345,4.6,No,Night,Thu,Sedan
RIDE107202,Colaba,Ghatkopar,12.95,41,212.96,D1045,3.3,No,Evening,Sat,Mini
RIDE107203,Colaba,Chembur,22.93,72,653.03,D1201,4.4,No,Morning,Thu,Sedan
RIDE107204,Kalyan,Ghatkopar,8.41,25,88.32,D1331,4.6,No,Morning,Sat,Mini
RIDE107205,Borivali,Worli,1.16,3,22.55,D1771,2.2,No,Night,Sun,SUV
RIDE107206,Vashi,Wadala,18.52,49,531.93,D1512,2.4,No,Afternoon,Thu,Auto
RIDE107207,Thane,Kurla,18.93,51,215.8,D1973,4.9,No,Night,Mon,Sedan
RIDE107208,Dadar,Vikhroli,13.15,42,165.67,D1279,3.5,No,Afternoon,Tue,SUV
RIDE107209,Thane,Vikhroli,11.71,36,153.68,D1653,3.6,No,Evening,Sun,Auto
RIDE107210,Kalyan,Powai,3.88,9,49.38,D1124,3.3,No,Evening,Sat,Sedan
RIDE107211,Bandra,Worli,4.46,12,79.97,D1704,3.9,Yes,Morning,Mon,SUV
RIDE107212,Colaba,Sion,13.12,40,387.71,D1408,1.8,No,Evening,Wed,SUV
RIDE107213,Dadar,Worli,6.39,19,152.91,D1706,3.9,No,Evening,Wed,SUV
RIDE107214,Bandra,Chembur,2.63,6,71.48,D1392,1.1,No,Night,Fri,Sedan
RIDE107215,Panvel,Wadala,17.17,57,357.56,D1124,3.3,Yes,Night,Thu,Mini
RIDE107216,Borivali,Matunga,12.61,42,335.26,D1453,3.5,No,Afternoon,Mon,Mini
RIDE107217,Mulund,Wadala,16.12,41,322.51,D1828,2.4,No,Afternoon,Fri,Mini
RIDE107218,Vashi,Wadala,6.67,22,175.15,D1549,2.9,No,Night,Wed,Mini
RIDE107219,Borivali,Chembur,17.26,59,266.09,D1798,4.5,No,Night,Tue,Auto
RIDE107220,Borivali,Kurla,34.16,114,829.91,D1257,2.9,No,Evening,Wed,Auto
RIDE107221,Borivali,Juhu,9.84,28,249.73,D1280,1.3,No,Afternoon,Thu,Sedan
RIDE107222,Mulund,Chembur,22.99,69,258.06,D1587,2.6,No,Morning,Thu,Sedan
RIDE107223,Borivali,Vikhroli,1.18,3,32.69,D1229,2.9,Yes,Night,Mon,Sedan
RIDE107224,Dadar,Matunga,26.37,73,580.42,D1876,2.8,Yes,Afternoon,Tue,SUV
RIDE107225,Bandra,Worli,16.94,46,376.49,D1852,4.5,No,Evening,Tue,SUV
RIDE107226,Dadar,Ghatkopar,26.75,83,655.17,D1605,1.2,No,Night,Mon,SUV
RIDE107227,Borivali,Vikhroli,30.89,80,715.23,D1499,2.1,No,Night,Mon,Sedan
RIDE107228,Thane,Wadala,1.48,4,24.22,D1971,1.8,No,Afternoon,Sun,Sedan
RIDE107229,Thane,Powai,2.61,8,56.84,D1809,4.7,No,Night,Mon,Mini
RIDE107230,Kalyan,Sion,8.55,21,258.42,D1469,3.5,No,Evening,Tue,SUV
RIDE107231,Kalyan,Chembur,26.17,91,613.3,D1251,1.8,Yes,Evening,Tue,Auto
RIDE107232,Thane,Worli,30.44,92,678.44,D1723,2.4,No,Evening,Mon,Mini
RIDE107233,Mulund,Powai,1.84,4,60.84,D1647,4.5,No,Evening,Sat,SUV
RIDE107234,Thane,Worli,20.37,64,334.89,D1774,1.1,No,Evening,Fri,SUV
RIDE107235,Vashi,Chembur,31.17,106,965.75,D1768,3.2,No,Afternoon,Sun,SUV
RIDE107236,Dadar,Sion,6.08,15,89.59,D1551,2.1,No,Afternoon,Mon,Mini
RIDE107237,Dadar,Kurla,12.7,41,251.31,D1896,4.2,No,Evening,Thu,SUV
RIDE107238,Bandra,Ghatkopar,21.31,69,682.4,D1980,2.2,No,Morning,Thu,Auto
RIDE107239,Thane,Ghatkopar,18.1,48,476.84,D1353,1.3,No,Evening,Wed,SUV
RIDE107240,Mulund,Sion,19.22,58,540.61,D1567,4.1,No,Evening,Sun,SUV
RIDE107241,Mulund,Chembur,1.06,3,32.48,D1723,3.6,No,Night,Thu,Mini
RIDE107242,Borivali,Powai,32.08,86,887.72,D1488,2.6,No,Evening,Tue,Mini
RIDE107243,Mulund,Vikhroli,25.49,65,356.7,D1688,1.7,No,Evening,Wed,Sedan
RIDE107244,Andheri,Kurla,19.45,60,471.78,D1015,3.4,Yes,Morning,Mon,Mini
RIDE107245,Mulund,Ghatkopar,30.56,94,335.77,D1683,4.7,No,Morning,Thu,Mini
RIDE107246,Panvel,Vikhroli,20.07,61,353.86,D1882,1.8,Yes,Morning,Thu,SUV
RIDE107247,Thane,Worli,32.85,97,994.69,D1609,2.9,No,Evening,Mon,Sedan
RIDE107248,Vashi,Worli,26.08,82,372.58,D1258,4.6,No,Evening,Sat,Mini
RIDE107249,Panvel,Matunga,10.88,28,242.18,D1607,5.0,No,Morning,Wed,Mini
RIDE107250,Thane,Vikhroli,11.92,35,395.85,D1201,2.0,Yes,Morning,Mon,Mini
RIDE107251,Vashi,Wadala,31.31,98,919.68,D1139,2.6,No,Afternoon,Wed,SUV
RIDE107252,Thane,Kurla,21.31,59,431.87,D1289,3.0,No,Afternoon,Fri,SUV
RIDE107253,Vashi,Worli,6.09,17,204.72,D1214,4.9,No,Evening,Wed,Sedan
RIDE107254,Mulund,Juhu,2.44,7,36.65,D1401,1.8,No,Morning,Sun,SUV
RIDE107255,Vashi,Worli,2.99,10,65.19,D1088,1.2,No,Night,Fri,SUV
RIDE107256,Dadar,Vikhroli,2.35,6,25.08,D1149,1.8,No,Evening,Sun,Auto
RIDE107257,Kalyan,Powai,17.03,44,277.69,D1146,1.3,No,Evening,Wed,Mini
RIDE107258,Dadar,Kurla,7.5,19,118.85,D1267,4.6,No,Night,Sat,Mini
RIDE107259,Bandra,Juhu,4.47,14,105.81,D1043,2.8,No,Evening,Sat,Sedan
RIDE107260,Panvel,Juhu,3.91,12,89.37,D1691,3.7,No,Night,Thu,SUV
RIDE107261,Andheri,Ghatkopar,33.99,114,562.23,D1989,4.3,No,Night,Wed,SUV
RIDE107262,Thane,Wadala,5.05,15,57.08,D1544,2.6,No,Afternoon,Wed,Auto
RIDE107263,Panvel,Powai,33.52,100,984.99,D1070,4.8,Yes,Evening,Mon,SUV
RIDE107264,Mulund,Matunga,1.69,4,44.64,D1021,1.1,No,Afternoon,Thu,Sedan
RIDE107265,Mulund,Vikhroli,13.75,36,471.09,D1044,3.6,No,Night,Tue,Auto
RIDE107266,Panvel,Worli,29.48,95,989.35,D1556,4.0,No,Evening,Fri,Mini
RIDE107267,Andheri,Kurla,14.36,47,346.53,D1062,2.8,No,Afternoon,Wed,SUV
RIDE107268,Dadar,Kurla,4.51,11,78.43,D1708,1.1,No,Afternoon,Fri,SUV
RIDE107269,Dadar,Wadala,16.03,54,205.7,D1108,4.1,No,Night,Thu,Auto
RIDE107270,Bandra,Matunga,21.81,69,761.63,D1077,2.4,Yes,Evening,Thu,Auto
